userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
5,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
7,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
17,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
18,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
19,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
27,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
31,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
32,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
33,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
40,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
43,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False
44,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
45,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
46,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
50,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
54,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
57,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
63,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
64,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
66,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
71,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
73,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
78,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
86,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
89,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
91,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
93,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
98,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
103,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
107,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
112,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
119,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
121,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
124,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
130,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
134,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
135,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
137,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
140,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
141,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
144,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
145,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
151,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
155,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
156,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
159,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
160,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
161,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
166,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
167,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
169,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
171,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
177,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
178,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
179,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
182,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
185,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False
186,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
191,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
200,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
201,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
202,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
206,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
213,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
214,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
216,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
217,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
219,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
220,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
223,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False
226,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
229,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
232,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
233,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
234,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
239,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
240,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
247,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
249,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
252,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False
254,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
263,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
264,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
269,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
270,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
273,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
274,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
276,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
277,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
279,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
280,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
282,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
283,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
288,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
290,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
291,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
292,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
293,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
304,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False
307,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
314,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
322,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
323,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
328,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False
330,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
332,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
334,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
336,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
337,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
339,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
341,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
347,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False
350,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
353,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
357,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
359,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
364,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
367,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
372,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
373,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
378,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
380,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
381,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
382,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
385,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
389,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
391,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
396,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
399,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
401,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
411,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
414,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
420,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
422,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
434,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
436,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
438,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
443,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
448,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
451,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
453,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
456,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
460,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
468,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
469,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
470,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
471,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
474,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
476,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False
477,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
